Month,Day,Time,Mag,Lat,Long,Depth
4,30,22,2.36,38.8396667,-122.8375,1.623
4,30,19,2.5,38.837,-122.7738333,2.059
4,27,22,2.36,36.6368333,-121.2571667,10.426
4,27,19,2.01,38.0581667,-121.8918333,17.122
4,27,18,2.44,37.9638333,-122.3488333,4.66
4,25,8,2.18,38.8023333,-122.8016667,2.398
4,24,0,2.17,37.3095,-121.6803333,7.825
4,23,17,2.14,38.8125,-122.8176667,2.55
4,21,16,2.76,38.8271667,-122.8521667,1.64
4,21,12,2.33,37.006,-121.4618333,6.9
4,21,9,2.02,38.834,-122.7983333,1.723
4,18,18,2.05,39.006,-122.5235,0.072
4,17,1,2.18,38.8073333,-122.8173333,2.88
4,16,15,2.07,38.8396667,-122.8293333,1.804
4,16,15,2.24,38.84,-122.8291667,1.894
4,15,3,2.09,38.8138333,-122.8158333,2.5
4,14,9,2.08,38.777,-122.718,1.547
4,13,11,2.16,38.794,-122.8106667,2.733
4,13,8,2.65,38.8288333,-122.8001667,0.958
4,13,5,3.9,38.7873333,-122.7756667,2.849
4,13,4,2.26,37.1268333,-121.5285,7.738
4,12,3,2.46,38.0243333,-122.39,6.589
4,11,21,2.32,38.133,-121.8831667,20.629
4,11,10,2.72,38.8236667,-122.825,2.051
4,11,7,2.02,36.8453333,-121.4108333,9.242
4,11,5,2.17,36.4708333,-121.0473333,4.957
4,8,8,2.08,38.7926667,-122.8036667,2.888
4,8,7,2.77,38.7508333,-122.7016667,1.212
4,7,21,2.81,38.8251667,-122.7778333,0.722
4,7,20,2.12,38.0838333,-121.9411667,19.469
4,7,17,2.46,36.6138333,-121.2223333,6.279
4,6,14,2.82,36.8445,-121.411,9.612
4,5,22,2.45,37.3395,-122.113,6.986
4,5,2,2.05,38.7925,-122.7788333,0.61
4,5,2,2.44,38.802,-122.7676667,1.179
4,5,2,4.25,38.7956667,-122.7608333,1.825
4,4,6,2.12,36.236,-120.808,9.537
4,4,0,2.77,38.8188333,-122.7913333,2.58
4,3,20,2.3,38.7568333,-122.7261667,1.275
4,3,5,2.35,38.8121667,-122.8113333,2.98
4,2,16,2.38,38.4421667,-122.5055,9.847
4,2,0,2.15,36.5761667,-121.0858333,10.529
4,1,19,2.9,37.084,-122.3536667,8.086
4,1,15,2.26,38.8203333,-122.8033333,2.929
3,30,16,2.69,38.7901667,-122.7775,1.849
3,29,5,2.69,37.54,-121.9223333,9.806
3,28,12,2.76,38.7958333,-122.7733333,3.08
3,27,19,2.38,38.747,-122.708,1.262
3,26,23,2.09,38.8248333,-122.8051667,2.457
3,25,15,2.19,38.8523333,-122.8006667,1.833
3,25,9,2.16,37.3575,-121.7143333,8.62
3,25,6,2.07,36.4695,-121.0495,5.219
3,25,6,2.03,38.8235,-122.808,2.354
3,24,9,2.7,38.7948333,-122.7948333,3.14
3,24,0,2.22,36.5526667,-121.1403333,7.977
3,23,15,2.13,38.8358333,-122.8021667,1.835
3,22,22,2.33,38.816,-122.811,3.009
3,22,15,2.46,38.7891667,-122.7338333,1.356
3,21,8,3.08,36.7781667,-121.4955,6.23
3,20,14,2.13,38.821,-122.8238333,1.919
3,19,20,2.1,37.6776667,-121.9648333,15.033
3,19,8,2.22,38.8266667,-122.8046667,1.207
3,18,12,2.08,36.5586667,-121.1555,6.624
3,18,11,2.02,36.5581667,-121.1551667,6.804
3,17,13,2.19,37.1568333,-121.5455,7.611
3,17,10,2.32,36.7555,-121.3915,7.857
3,15,19,2.15,38.7936667,-122.7613333,1.461
3,15,8,2.16,38.8328333,-122.8781667,2.076
3,14,16,2.2,38.811,-122.7881667,3.053
3,14,0,2.52,36.8938333,-121.6283333,6.585
3,13,15,3.48,36.8916667,-121.6278333,6.755
3,13,15,2.08,38.8181667,-122.811,3.299
3,12,4,2.62,36.6605,-121.2816667,5.682
3,11,18,2.31,38.839,-122.829,2.019
3,11,17,2.88,38.7986667,-122.8093333,3.203
3,10,7,2.03,36.2678333,-120.7873333,6.137
3,9,18,2.46,38.8153333,-122.8175,0.729
3,9,11,2.16,37.4451667,-121.7696667,6.479
3,9,3,2.69,38.841,-122.8243333,1.409
3,9,2,2.77,38.8133333,-122.7953333,2.68
3,8,15,2.25,36.5795,-121.1775,5.124
3,7,20,2.33,36.5791667,-121.1758333,5.492
3,7,19,2.21,36.5785,-121.1766667,5.204
3,7,18,2.16,36.5801667,-121.1773333,5.354
3,7,18,2.33,36.581,-121.1761667,5.214
3,6,23,2.17,38.8136667,-122.8185,2.639
3,6,17,2.09,37.434,-122.4203333,7.517
3,6,0,2.38,36.5585,-121.1201667,4.132
3,5,20,2.56,36.5565,-121.1208333,4.407
3,5,20,3.69,36.5571667,-121.1186667,5.582
3,5,10,2.69,38.8326667,-122.8021667,1.173
3,5,4,2.18,38.8253333,-122.7958333,2.05
3,5,2,2.85,37.2565,-121.6373333,5.826
3,5,1,2.13,37.259,-121.6378333,6.066
3,5,1,2.65,37.2581667,-121.6368333,7.336
3,4,6,2.32,37.2425,-121.6261667,5.486
3,4,2,2.04,36.9593333,-121.579,5.701
3,3,18,2.13,37.8773333,-122.2595,8.508
3,2,2,2.1,37.803,-122.5845,3.508
3,1,17,2.52,36.5361667,-121.1203333,3.017
2,31,23,2.88,38.958,-122.6886667,3.249
2,31,18,2.96,38.8095,-122.792,0.946
2,31,10,2.08,38.8286667,-122.8061667,0.027
2,31,7,2.26,38.81,-122.817,2.82
2,29,21,2.2,38.815,-122.7923333,2.113
2,29,18,2.42,38.762,-122.7123333,0.962
2,29,11,2.3,37.8541667,-121.848,15.882
2,29,3,2.38,36.5618333,-121.151,2.664
2,28,0,2.09,36.8401667,-121.5698333,4.25
2,28,0,2.04,37.0681667,-122.3445,10.376
2,27,17,2.92,36.5666667,-121.1595,3.055
2,27,9,2.89,38.8278333,-122.8071667,0.757
2,27,9,2.45,38.8291667,-122.8075,0.387
2,27,3,2.09,38.83,-122.8105,1.707
2,26,8,2.51,37.11,-122.2986667,11.347
2,26,8,2.03,38.7743333,-122.7376667,0.773
2,24,20,2.17,38.794,-122.7566667,0.876
2,24,12,2,38.109,-120.3095,28.18
2,24,8,2.27,38.765,-122.6166667,3.6
2,24,7,2.63,36.8821667,-120.6153333,1.535
2,23,19,2,37.0921667,-121.8911667,10.133
2,22,14,2.05,38.8135,-122.8193333,2.379
2,21,9,2,37.9038333,-122.2116667,6.724
2,21,3,2.25,38.753,-122.918,3.167
2,20,23,2.75,38.751,-122.7281667,0.253
2,20,23,2.6,38.7495,-122.7233333,0.834
2,20,23,2.91,38.753,-122.7228333,1.334
2,20,23,2.02,38.8198333,-122.7946667,3.15
2,20,23,2,38.837,-122.7755,2
2,20,12,2.1,38.809,-122.8216667,1.45
2,19,11,2.17,37.904,-122.0516667,10.375
2,19,8,2.41,36.5876667,-121.1921667,6.14
2,19,8,2.52,36.5873333,-121.1905,7.11
2,19,5,2.76,36.65,-121.2658333,2.972
2,17,16,2.16,38.8338333,-122.761,0.868
2,17,16,3.08,38.8333333,-122.7663333,0.549
2,15,19,2.48,38.0736667,-122.2303333,7.464
2,15,3,2.35,38.7896667,-122.7761667,3.409
2,14,14,2.4,38.797,-122.8105,3.243
2,13,21,2.78,38.8106667,-122.793,1.226
2,12,15,2.21,38.6113333,-121.846,14.214
2,12,9,2.81,38.7693333,-122.7123333,1.377
2,12,7,2.29,37.9288333,-122.3003333,7.685
2,11,20,2.02,37.9301667,-122.3045,8.175
2,10,19,2.95,36.5523333,-121.1025,8.101
2,10,19,2.91,36.7013333,-121.3361667,4.212
2,10,17,2.35,38.8336667,-122.8766667,2.216
2,10,9,2.73,37.3633333,-122.157,7.269
2,10,7,2.03,38.8056667,-122.7901667,0.646
2,9,22,2.41,38.8391667,-122.8306667,1.734
2,9,21,2.54,36.5215,-121.0961667,2.039
2,7,7,2.12,36.7685,-121.48,6.212
2,7,0,2.89,38.8213333,-122.8118333,2.864
2,6,14,2.11,36.3033333,-120.873,7.177
2,5,19,2.55,38.6066667,-121.8606667,16.276
2,5,15,2.03,36.4581667,-121.0176667,7.678
2,5,5,3.99,37.9268333,-122.3103333,8.093
2,5,5,3.44,37.9268333,-122.3038333,8.075
2,4,8,2.43,36.8403333,-121.5753333,4.936
2,4,3,2.57,36.6448333,-121.2605,4.962
2,4,1,2.16,36.7558333,-121.2598333,9.446
2,3,2,2.74,38.8141667,-122.806,1.839
2,3,2,2.43,38.8176667,-122.806,2.029
2,2,19,2.46,38.8181667,-122.7828333,1.353
2,2,18,2.13,38.8345,-122.804,1.645
2,2,17,2.01,38.753,-122.7256667,0.964
2,2,11,2.06,36.5878333,-121.1923333,6.502
2,1,20,2.05,38.8348333,-122.8008333,1.773
2,1,19,2.75,38.8161667,-122.8201667,2.179
2,1,9,2.63,36.6393333,-121.252,5.562
2,1,9,3.42,36.6385,-121.2523333,5.963
2,1,8,3.15,36.6385,-121.2523333,5.812
1,29,22,2.28,38.8211667,-122.8086667,2.324
1,29,9,2.23,38.9133333,-122.6371667,3.016
1,28,9,2.15,38.8116667,-122.8185,2.21
1,27,12,2.89,37.8418333,-121.9101667,10.191
1,27,7,2.1,38.8271667,-122.7805,1.539
1,26,15,2.17,37.1325,-121.53,7.748
1,26,8,2.06,36.4431667,-121.0121667,0.398
1,25,10,2.07,38.8371667,-122.7861667,1.69
1,25,10,2.02,38.7926667,-122.8051667,2.908
1,25,8,2.1,36.614,-121.0758333,9.432
1,25,0,2.71,36.4695,-121.0393333,2.435
1,24,21,2.58,38.5451667,-122.7696667,5.507
1,23,23,2.35,37.673,-122.3646667,10.374
1,23,11,2.43,38.814,-122.8146667,2.309
1,23,9,2.01,38.839,-122.8403333,1.173
1,23,7,2.15,36.2811667,-121.7096667,13.894
1,23,1,2.2,38.7886667,-122.7773333,0.829
1,22,20,2.08,37.3605,-121.7251667,6.161
1,22,2,2.64,38.5815,-122.7965,7.26
1,21,20,2.2,38.804,-122.4483333,7.641
1,21,3,2.09,38.7795,-122.7595,0.914
1,21,0,2.17,37.7541667,-122.5696667,9.131
1,20,14,2.31,38.8185,-122.8236667,2.159
1,19,9,2.2,36.5538333,-121.1501667,8.507
1,18,20,2.1,36.4703333,-121.0503333,5.219
1,18,12,2.4,36.8393333,-121.5788333,3.626
1,18,2,2.62,38.8121667,-122.7943333,2.646
1,17,17,2.4,36.47,-121.0408333,1.109
1,16,9,3.54,38.0781667,-122.234,8.247
1,16,2,2.81,38.7871667,-122.7781667,0.689
1,16,1,2.09,36.5868333,-121.1686667,10.026
1,15,21,2,38.7931667,-122.7491667,3.231
1,15,21,2.18,37.3441667,-121.7073333,7.956
1,15,18,3.55,38.0766667,-122.2328333,8.827
1,14,15,2.01,38.7993333,-122.734,1.617
1,14,14,2.49,36.7955,-121.5153333,5.235
1,14,7,2.34,38.7791667,-122.7128333,2.577
1,12,20,2.47,38.785,-122.7351667,1.156
1,12,20,2.14,38.791,-122.7733333,2.44
1,12,20,4.16,38.7926667,-122.7431667,0.477
1,12,0,2.01,37.2258333,-122.146,8.48
1,10,14,2.06,38.9713333,-122.696,3.399
1,9,7,2.53,36.8221667,-121.5446667,3.939
1,9,7,2.27,36.8231667,-121.5498333,4.235
1,9,7,2.99,36.8236667,-121.5515,5.009
1,7,22,2.31,36.5508333,-121.1336667,8.264
1,7,19,2.3,36.5496667,-121.1375,7.604
1,6,8,2.71,36.8275,-121.5585,4.375
1,6,8,2.79,36.829,-121.558,4.358
1,6,4,2.07,38.7691667,-122.3038333,13.46
1,5,22,2.18,38.8056667,-122.7716667,0.057
1,4,13,2.96,36.55,-121.1346667,8.151
1,4,13,2.13,38.8366667,-122.7968333,2.023
1,4,9,2.05,38.8365,-122.8375,1.823
1,4,8,2.09,38.3348333,-122.5671667,5.694
1,3,21,2.15,38.7803333,-122.7183333,1.407
1,3,16,2.03,38.782,-122.722,1.509
1,2,21,2.08,36.476,-121.0518333,3.965
1,2,11,2.58,38.7895,-122.7428333,0.536
1,2,8,2.01,38.8131667,-122.7835,0.737
1,2,6,2.24,38.869,-122.9466667,4.204
1,1,18,2.1,38.815,-122.7925,2.403
1,1,5,2.1,36.9398333,-121.6833333,11.155
1,1,5,2,38.8118333,-122.7963333,0.386
1,1,4,2.58,36.4756667,-121.0456667,2.075
1,1,1,2.08,38.8218333,-122.7823333,1.74
0,30,23,2.02,36.5635,-120.4966667,16.398
0,30,22,2.16,37.8316667,-122.0265,9.967
0,30,4,2.06,37.2815,-122.0556667,6.074
0,29,19,2.27,38.8051667,-122.763,0.179
0,29,19,3,38.8195,-122.8003333,3.319
0,29,19,3.31,38.8251667,-122.7991667,3.1
0,28,16,2.59,38.8186667,-122.8076667,2.899
0,26,21,3.28,38.8121667,-122.8163333,2.76
0,26,17,2.22,38.8398333,-122.8256667,1.464
0,26,11,2.96,38.8141667,-122.8251667,3.148
0,26,10,2.07,38.813,-122.827,2.438
0,25,23,2.3,38.8361667,-122.8271667,1.264
0,25,18,3.22,36.9363333,-121.683,10.985
0,25,18,3.39,36.9353333,-121.6801667,11.034
0,24,21,2.1,38.8105,-122.7921667,1.266
0,24,4,2.11,38.8423333,-122.8285,1.719
0,24,4,3.8,38.9693333,-122.693,2.578
0,23,9,2.49,38.8108333,-122.7908333,3.239
0,22,15,2.01,38.8286667,-122.852,2.665
0,22,12,2.55,38.816,-122.8185,2.039
0,19,14,2.08,38.7788333,-122.7301667,1.159
0,19,12,2.13,38.7926667,-122.757,0.765
0,19,5,2.84,36.6898333,-121.3186667,3.768
0,19,4,2.06,38.8186667,-122.8068333,2.809
0,18,22,2.41,36.5995,-121.2025,6.286
0,18,16,3.13,38.7863333,-122.7696667,1.509
0,18,12,2,38.8083333,-122.8235,1.26
0,18,8,2.61,38.7838333,-122.7421667,0.696
0,17,15,2,38.7765,-122.708,1.857
0,16,19,2.32,37.4323333,-121.775,9.221
0,16,17,2.04,37.473,-121.7283333,6.584
0,16,13,2.84,36.657,-121.2731667,3.29
0,16,13,2.9,36.6553333,-121.2715,3.15
0,16,8,2.61,37.2538333,-121.6376667,5.443
0,16,2,2.56,38.826,-122.7991667,2.3
0,15,14,2.11,37.4316667,-121.776,8.521
0,15,12,2.21,37.5191667,-121.8893333,6.063
0,14,20,2.29,36.8841667,-121.6193333,5.684
