Month,Day,Time,Mag,Lat,Long,Depth
4,30,3,2.11,38.6461667,-122.8813333,5.748
4,30,1,2.21,38.8358333,-122.8198333,0.716
4,28,13,2.82,36.5786667,-121.1741667,1.792
4,28,2,2.37,38.8216667,-122.7805,0.803
4,27,13,2.71,36.91,-121.6543333,9.491
4,27,3,2.27,38.8336667,-122.7978333,0.79
4,27,1,2.63,36.1881667,-121.704,13.652
4,26,5,2.23,37.069,-121.8871667,12.884
4,26,3,2,38.7736667,-122.747,1.331
4,25,2,2.53,37.5045,-121.6845,6.701
4,24,16,2.56,38.822,-122.8146667,0.94
4,24,7,2.08,38.8245,-122.778,1.523
4,22,19,3.03,38.799,-122.8108333,3.911
4,22,1,3.09,36.3366667,-121.97,7.603
4,21,18,3,36.4355,-120.6073333,12.416
4,21,17,2.28,36.6243333,-121.1573333,8.172
4,21,16,2.16,38.8073333,-122.7741667,0.093
4,19,16,2.37,37.5731667,-120.6561667,20.664
4,17,15,2.68,37.0586667,-121.4935,4.01
4,15,11,2.06,37.8158333,-121.917,15.131
4,15,7,2.06,37.1056667,-121.8371667,4.071
4,14,22,2.05,36.5995,-121.1073333,7.277
4,14,17,2.1,38.7971667,-122.7821667,3.951
4,13,22,2.19,36.7863333,-121.484,10.079
4,13,22,2.52,37.0298333,-121.4823333,7.28
4,13,16,2.05,36.8493333,-121.5755,5.764
4,13,6,2.5,38.7913333,-122.7751667,1.661
4,13,0,2.69,37.4018333,-121.789,2.317
4,12,5,2.51,37.1808333,-121.5825,3.151
4,11,14,2.05,38.8285,-122.8065,0.833
4,10,7,2.07,38.8401667,-122.7885,1.423
4,9,19,2.1,36.7225,-121.3665,2.699
4,9,8,2.8,37.8625,-122.008,7.506
4,9,5,2.33,38.8105,-122.7748333,1.233
4,8,12,2.72,38.7946667,-122.7803333,1.901
4,7,5,2.17,38.8103333,-122.7823333,3.473
4,7,0,2.06,36.4976667,-121.0738333,3.164
4,6,12,2.3,38.8168333,-122.8208333,0.201
4,4,0,2.28,36.8103333,-121.5231667,3.978
4,3,1,2.69,37.26,-121.6456667,4.093
